date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,has_shootout,shootout_winner,goalscorers_rows,penalty_goals_count,own_goals_count,fixture_id,league_id,season,source
2022-03-28,San Marino,Cape Verde,0.0,2.0,Friendlies,,,,False,,0,0,0,851151,10,2022,api_football
2022-03-28,Montenegro,Greece,1.0,0.0,Friendlies,,,,False,,0,0,0,825232,10,2022,api_football
2022-03-28,andorra,Grenada,1.0,0.0,Friendlies,,,,False,,0,0,0,847829,10,2022,api_football
2022-03-28,Belize,Cuba,0.0,3.0,Friendlies,,,,False,,0,0,0,852088,10,2022,api_football
2022-03-29,Tajikistan,Kyrgyzstan,1.0,0.0,Friendlies,,,,False,,0,0,0,853951,10,2022,api_football
2022-03-29,Azerbaijan,Latvia,0.0,1.0,Friendlies,,,,False,,0,0,0,847830,10,2022,api_football
2022-03-29,Bangladesh,Mongolia,0.0,0.0,Friendlies,,,,False,,0,0,0,847837,10,2022,api_football
2022-03-29,Liberia,Burundi,1.0,2.0,Friendlies,,,,False,,0,0,0,849766,10,2022,api_football
2022-03-29,Singapore,Philippines,2.0,0.0,Friendlies,,,,False,,0,0,0,850216,10,2022,api_football
2022-03-29,Congo,Sierra Leone,1.0,2.0,Friendlies,,,,False,,0,0,0,852227,10,2022,api_football
2022-03-29,Croatia,Bulgaria,2.0,1.0,Friendlies,,,,False,,0,0,0,828606,10,2022,api_football
2022-03-29,Uzbekistan,Uganda,4.0,2.0,Friendlies,,,,False,,0,0,0,853952,10,2022,api_football
2022-03-29,Liechtenstein,Faroe Islands,0.0,1.0,Friendlies,,,,False,,0,0,0,829112,10,2022,api_football
2022-03-29,Switzerland,Kosovo,1.0,1.0,Friendlies,,,,False,,0,0,0,826025,10,2022,api_football
2022-03-29,Denmark,Serbia,3.0,0.0,Friendlies,,,,False,,0,0,0,825234,10,2022,api_football
2022-03-29,Albania,Georgia,0.0,0.0,Friendlies,,,,False,,0,0,0,824917,10,2022,api_football
2022-03-29,Finland,Slovakia,0.0,2.0,Friendlies,,,,False,,0,0,0,821428,10,2022,api_football
2022-03-29,Tanzania,Sudan,1.0,1.0,Friendlies,,,,False,,0,0,0,850211,10,2022,api_football
2022-03-29,Equatorial Guinea,Angola,0.0,0.0,Friendlies,,,,False,,0,0,0,853953,10,2022,api_football
2022-03-29,Togo,Benin,1.0,1.0,Friendlies,,,,False,,0,0,0,850215,10,2022,api_football
2022-03-29,Bahrain,Belarus,0.0,1.0,Friendlies,,,,False,,0,0,0,847831,10,2022,api_football
2022-03-29,Norway,Armenia,9.0,0.0,Friendlies,,,,False,,0,0,0,821427,10,2022,api_football
2022-03-29,Malta,Kuwait,2.0,0.0,Friendlies,,,,False,,0,0,0,847832,10,2022,api_football
2022-03-29,Qatar,Slovenia,0.0,0.0,Friendlies,,,,False,,0,0,0,821421,10,2022,api_football
2022-03-29,Israel,Romania,2.0,2.0,Friendlies,,,,False,,0,0,0,821425,10,2022,api_football
2022-03-29,Belgium,Burkina Faso,3.0,0.0,Friendlies,,,,False,,0,0,0,847817,10,2022,api_football
2022-03-29,Spain,Iceland,5.0,0.0,Friendlies,,,,False,,0,0,0,821429,10,2022,api_football
2022-03-29,England,Ivory Coast,3.0,0.0,Friendlies,,,,False,,0,0,0,827602,10,2022,api_football
2022-03-29,Wales,Czech Republic,1.0,1.0,Friendlies,,,,False,,0,0,0,852622,10,2022,api_football
2022-03-29,Northern Ireland,Hungary,0.0,1.0,Friendlies,,,,False,,0,0,0,825235,10,2022,api_football
2022-03-29,Austria,Scotland,2.0,2.0,Friendlies,,,,False,,0,0,0,852621,10,2022,api_football
2022-03-29,Rep. Of Ireland,Lithuania,1.0,0.0,Friendlies,,,,False,,0,0,0,828607,10,2022,api_football
2022-03-29,Turkey,Italy,2.0,3.0,Friendlies,,,,False,,0,0,0,852620,10,2022,api_football
2022-03-29,Bosnia & Herzegovina,Luxembourg,1.0,0.0,Friendlies,,,,False,,0,0,0,824914,10,2022,api_football
2022-03-29,Netherlands,Germany,1.0,1.0,Friendlies,,,,False,,0,0,0,825233,10,2022,api_football
2022-03-29,Mauritania,Libya,2.0,0.0,Friendlies,,,,False,,0,0,0,848012,10,2022,api_football
2022-03-29,France,South Africa,5.0,0.0,Friendlies,,,,False,,0,0,0,847818,10,2022,api_football
2022-03-30,Trinidad and Tobago,Guyana,1.0,1.0,Friendlies,,,,False,,0,0,0,852090,10,2022,api_football
2022-04-24,El Salvador,Guatemala,0.0,4.0,Friendlies,,,,False,,0,0,0,857609,10,2022,api_football
2022-04-28,Mexico,Guatemala,0.0,0.0,Friendlies,,,,False,,0,0,0,847819,10,2022,api_football
2022-05-12,Dominica,St. Vincent / Grenadines,2.0,1.0,Friendlies,,,,False,,0,0,0,861637,10,2022,api_football
2022-05-13,Bahamas,Turks and Caicos Islands,4.0,2.0,Friendlies,,,,False,,0,0,0,862049,10,2022,api_football
2022-05-14,Bahamas,Turks and Caicos Islands,1.0,2.0,Friendlies,,,,False,,0,0,0,862050,10,2022,api_football
2022-05-15,Dominica,St. Vincent / Grenadines,3.0,1.0,Friendlies,,,,False,,0,0,0,861638,10,2022,api_football
2022-05-24,Mozambique,Eswatini,0.0,1.0,Friendlies,,,,False,,0,0,0,862530,10,2022,api_football
