fixture_id,date,home_team,away_team,home_score,away_score,tournament,league_id,season,source
847824,2022-03-25,Latvia,Kuwait,1.0,1.0,Friendlies,10,2022,api_football
852224,2022-03-25,Zambia,Congo,3.0,1.0,Friendlies,10,2022,api_football
851152,2022-03-25,Comoros,Ethiopia,2.0,1.0,Friendlies,10,2022,api_football
848009,2022-03-25,Uzbekistan,Kyrgyzstan,3.0,1.0,Friendlies,10,2022,api_football
832031,2022-03-25,Liechtenstein,Cape Verde Islands,0.0,6.0,Friendlies,10,2022,api_football
821422,2022-03-25,Norway,Slovakia,2.0,0.0,Friendlies,10,2022,api_football
848006,2022-03-25,South Africa,Guinea,0.0,0.0,Friendlies,10,2022,api_football
847825,2022-03-25,Malta,Azerbaijan,1.0,0.0,Friendlies,10,2022,api_football
825230,2022-03-25,Romania,Greece,0.0,1.0,Friendlies,10,2022,api_football
825179,2022-03-25,Luxembourg,Northern Ireland,1.0,3.0,Friendlies,10,2022,api_football
847826,2022-03-25,andorra,St. Kitts and Nevis,1.0,0.0,Friendlies,10,2022,api_football
824913,2022-03-25,Bosnia & Herzegovina,Georgia,0.0,1.0,Friendlies,10,2022,api_football
821434,2022-03-25,San Marino,Lithuania,1.0,2.0,Friendlies,10,2022,api_football
847814,2022-03-25,France,Ivory Coast,2.0,1.0,Friendlies,10,2022,api_football
852087,2022-03-25,Trinidad and Tobago,Barbados,9.0,0.0,Friendlies,10,2022,api_football
852226,2022-03-26,Guinea-Bissau,Angola,3.0,2.0,Friendlies,10,2022,api_football
847835,2022-03-26,Singapore,Malaysia,2.0,1.0,Friendlies,10,2022,api_football
851314,2022-03-26,Sudan,Central African Republic,0.0,0.0,Friendlies,10,2022,api_football
847815,2022-03-26,Croatia,Slovenia,1.0,1.0,Friendlies,10,2022,api_football
822698,2022-03-26,Finland,Iceland,1.0,1.0,Friendlies,10,2022,api_football
848010,2022-03-26,Niger,Libya,1.0,2.0,Friendlies,10,2022,api_football
847827,2022-03-26,India,Belarus,0.0,3.0,Friendlies,10,2022,api_football
847836,2022-03-26,Bahrain,Burundi,1.0,0.0,Friendlies,10,2022,api_football
828605,2022-03-26,Rep. Of Ireland,Belgium,2.0,2.0,Friendlies,10,2022,api_football
829111,2022-03-26,Gibraltar,Faroe Islands,0.0,0.0,Friendlies,10,2022,api_football
826024,2022-03-26,England,Switzerland,2.0,1.0,Friendlies,10,2022,api_football
828608,2022-03-26,Qatar,Bulgaria,2.0,1.0,Friendlies,10,2022,api_football
821424,2022-03-26,Spain,Albania,2.0,1.0,Friendlies,10,2022,api_football
848011,2022-03-26,Mauritania,Mozambique,2.0,1.0,Friendlies,10,2022,api_football
821423,2022-03-26,Germany,Israel,2.0,0.0,Friendlies,10,2022,api_football
825231,2022-03-26,Netherlands,Denmark,4.0,2.0,Friendlies,10,2022,api_football
849946,2022-03-27,Laos,Brunei,3.0,2.0,Friendlies,10,2022,api_football
850214,2022-03-27,Liberia,Sierra Leone,0.0,1.0,Friendlies,10,2022,api_football
847816,2022-03-27,Thailand,Suriname,1.0,0.0,Friendlies,10,2022,api_football
853289,2022-03-27,Zambia,Benin,1.0,2.0,Friendlies,10,2022,api_football
847828,2022-03-27,Guatemala,Haiti,2.0,1.0,Friendlies,10,2022,api_football
852089,2022-03-27,Guyana,Barbados,5.0,0.0,Friendlies,10,2022,api_football
851151,2022-03-28,San Marino,Cape Verde Islands,0.0,2.0,Friendlies,10,2022,api_football
825232,2022-03-28,Montenegro,Greece,1.0,0.0,Friendlies,10,2022,api_football
847829,2022-03-28,andorra,Grenada,1.0,0.0,Friendlies,10,2022,api_football
852088,2022-03-28,Belize,Cuba,0.0,3.0,Friendlies,10,2022,api_football
853951,2022-03-29,Tajikistan,Kyrgyzstan,1.0,0.0,Friendlies,10,2022,api_football
847830,2022-03-29,Azerbaijan,Latvia,0.0,1.0,Friendlies,10,2022,api_football
847837,2022-03-29,Bangladesh,Mongolia,0.0,0.0,Friendlies,10,2022,api_football
849766,2022-03-29,Liberia,Burundi,1.0,2.0,Friendlies,10,2022,api_football
850216,2022-03-29,Singapore,Philippines,2.0,0.0,Friendlies,10,2022,api_football
852227,2022-03-29,Congo,Sierra Leone,1.0,2.0,Friendlies,10,2022,api_football
828606,2022-03-29,Croatia,Bulgaria,2.0,1.0,Friendlies,10,2022,api_football
853952,2022-03-29,Uzbekistan,Uganda,4.0,2.0,Friendlies,10,2022,api_football
829112,2022-03-29,Liechtenstein,Faroe Islands,0.0,1.0,Friendlies,10,2022,api_football
826025,2022-03-29,Switzerland,Kosovo,1.0,1.0,Friendlies,10,2022,api_football
825234,2022-03-29,Denmark,Serbia,3.0,0.0,Friendlies,10,2022,api_football
824917,2022-03-29,Albania,Georgia,0.0,0.0,Friendlies,10,2022,api_football
821428,2022-03-29,Finland,Slovakia,0.0,2.0,Friendlies,10,2022,api_football
850211,2022-03-29,Tanzania,Sudan,1.0,1.0,Friendlies,10,2022,api_football
853953,2022-03-29,Equatorial Guinea,Angola,0.0,0.0,Friendlies,10,2022,api_football
850215,2022-03-29,Togo,Benin,1.0,1.0,Friendlies,10,2022,api_football
847831,2022-03-29,Bahrain,Belarus,0.0,1.0,Friendlies,10,2022,api_football
821427,2022-03-29,Norway,Armenia,9.0,0.0,Friendlies,10,2022,api_football
847832,2022-03-29,Malta,Kuwait,2.0,0.0,Friendlies,10,2022,api_football
821421,2022-03-29,Qatar,Slovenia,0.0,0.0,Friendlies,10,2022,api_football
821425,2022-03-29,Israel,Romania,2.0,2.0,Friendlies,10,2022,api_football
847817,2022-03-29,Belgium,Burkina Faso,3.0,0.0,Friendlies,10,2022,api_football
821429,2022-03-29,Spain,Iceland,5.0,0.0,Friendlies,10,2022,api_football
827602,2022-03-29,England,Ivory Coast,3.0,0.0,Friendlies,10,2022,api_football
852622,2022-03-29,Wales,Czech Republic,1.0,1.0,Friendlies,10,2022,api_football
825235,2022-03-29,Northern Ireland,Hungary,0.0,1.0,Friendlies,10,2022,api_football
852621,2022-03-29,Austria,Scotland,2.0,2.0,Friendlies,10,2022,api_football
828607,2022-03-29,Rep. Of Ireland,Lithuania,1.0,0.0,Friendlies,10,2022,api_football
852620,2022-03-29,Türkiye,Italy,2.0,3.0,Friendlies,10,2022,api_football
824914,2022-03-29,Bosnia & Herzegovina,Luxembourg,1.0,0.0,Friendlies,10,2022,api_football
825233,2022-03-29,Netherlands,Germany,1.0,1.0,Friendlies,10,2022,api_football
848012,2022-03-29,Mauritania,Libya,2.0,0.0,Friendlies,10,2022,api_football
847818,2022-03-29,France,South Africa,5.0,0.0,Friendlies,10,2022,api_football
852090,2022-03-30,Trinidad and Tobago,Guyana,1.0,1.0,Friendlies,10,2022,api_football
857609,2022-04-24,El Salvador,Guatemala,0.0,4.0,Friendlies,10,2022,api_football
847819,2022-04-28,Mexico,Guatemala,0.0,0.0,Friendlies,10,2022,api_football
861637,2022-05-12,Dominica,St. Vincent / Grenadines,2.0,1.0,Friendlies,10,2022,api_football
862049,2022-05-13,Bahamas,Turks and Caicos Islands,4.0,2.0,Friendlies,10,2022,api_football
862050,2022-05-14,Bahamas,Turks and Caicos Islands,1.0,2.0,Friendlies,10,2022,api_football
861638,2022-05-15,Dominica,St. Vincent / Grenadines,3.0,1.0,Friendlies,10,2022,api_football
862530,2022-05-24,Mozambique,Eswatini,0.0,1.0,Friendlies,10,2022,api_football
861481,2022-05-27,Thailand,Turkmenistan,1.0,0.0,Friendlies,10,2022,api_football
862599,2022-05-27,Bahrain,Myanmar,2.0,0.0,Friendlies,10,2022,api_football
862600,2022-05-27,Malaysia,Brunei,4.0,0.0,Friendlies,10,2022,api_football
863035,2022-05-28,Ethiopia,Lesotho,1.0,1.0,Friendlies,10,2022,api_football
861492,2022-05-28,India,Jordan,0.0,2.0,Friendlies,10,2022,api_football
863036,2022-05-28,Timor-Leste,Nepal,2.0,2.0,Friendlies,10,2022,api_football
857896,2022-05-29,Mexico,Nigeria,2.0,1.0,Friendlies,10,2022,api_football
861636,2022-05-29,United Arab Emirates,Gambia,1.0,1.0,Friendlies,10,2022,api_football
863037,2022-05-31,Ethiopia,Lesotho,1.0,1.0,Friendlies,10,2022,api_football
861482,2022-05-31,Thailand,Bahrain,1.0,2.0,Friendlies,10,2022,api_football
861493,2022-06-01,Vietnam,Afghanistan,2.0,0.0,Friendlies,10,2022,api_football
857611,2022-06-01,Malaysia,Hong Kong,2.0,0.0,Friendlies,10,2022,api_football
862597,2022-06-01,Indonesia,Bangladesh,0.0,0.0,Friendlies,10,2022,api_football
861764,2022-06-01,Kuwait,Singapore,2.0,0.0,Friendlies,10,2022,api_football
864085,2022-06-01,Syria,Tajikistan,1.0,0.0,Friendlies,10,2022,api_football
863033,2022-06-01,Malta,Venezuela,0.0,1.0,Friendlies,10,2022,api_football
861483,2022-06-01,Australia,Jordan,2.0,1.0,Friendlies,10,2022,api_football
821430,2022-06-01,Italy,Argentina,0.0,3.0,Friendlies,10,2022,api_football
858424,2022-06-01,USA,Morocco,3.0,0.0,Friendlies,10,2022,api_football
861484,2022-06-02,Japan,Paraguay,4.0,1.0,Friendlies,10,2022,api_football
861485,2022-06-02,South Korea,Brazil,1.0,5.0,Friendlies,10,2022,api_football
863038,2022-06-02,Cambodia,Timor-Leste,2.0,1.0,Friendlies,10,2022,api_football
858020,2022-06-03,Ecuador,Nigeria,1.0,0.0,Friendlies,10,2022,api_football
857608,2022-06-03,Mexico,Uruguay,0.0,3.0,Friendlies,10,2022,api_football
863039,2022-06-03,Nepal,Oman,0.0,2.0,Friendlies,10,2022,api_football
859036,2022-06-05,Peru,New Zealand,1.0,0.0,Friendlies,10,2022,api_football
861486,2022-06-05,Saudi Arabia,Colombia,0.0,1.0,Friendlies,10,2022,api_football
864291,2022-06-05,Argentina,Estonia,5.0,0.0,Friendlies,10,2022,api_football
860181,2022-06-05,USA,Uruguay,0.0,0.0,Friendlies,10,2022,api_football
857897,2022-06-05,Mexico,Ecuador,0.0,0.0,Friendlies,10,2022,api_football
860591,2022-06-06,Japan,Brazil,0.0,1.0,Friendlies,10,2022,api_football
861487,2022-06-06,South Korea,Chile,2.0,0.0,Friendlies,10,2022,api_football
861488,2022-06-09,Saudi Arabia,Venezuela,0.0,1.0,Friendlies,10,2022,api_football
863034,2022-06-09,Oman,New Zealand,0.0,0.0,Friendlies,10,2022,api_football
861763,2022-06-09,San Marino,Iceland,0.0,1.0,Friendlies,10,2022,api_football
861489,2022-06-10,South Korea,Paraguay,2.0,2.0,Friendlies,10,2022,api_football
865799,2022-06-11,Uruguay,Panama,5.0,0.0,Friendlies,10,2022,api_football
861490,2022-06-12,Ecuador,Mali,1.0,0.0,Friendlies,10,2022,api_football
866555,2022-06-12,Iran,Algeria,1.0,2.0,Friendlies,10,2022,api_football
862598,2022-06-13,Albania,Estonia,0.0,0.0,Friendlies,10,2022,api_football
863632,2022-06-14,South Korea,Egypt,4.0,1.0,Friendlies,10,2022,api_football
942169,2022-07-18,Mauritius,Seychelles,2.0,0.0,Friendlies,10,2022,api_football
942170,2022-08-15,Mauritania,Mali,1.0,0.0,Friendlies,10,2022,api_football
942171,2022-08-18,Mauritania,Mali,1.0,1.0,Friendlies,10,2022,api_football
942682,2022-08-20,Qatar,Morocco,2.0,2.0,Friendlies,10,2022,api_football
945817,2022-08-21,Ethiopia,Uganda,0.0,0.0,Friendlies,10,2022,api_football
945818,2022-08-22,Mali,Guinea,0.0,0.0,Friendlies,10,2022,api_football
942683,2022-08-23,Qatar,Ghana,2.0,1.0,Friendlies,10,2022,api_football
942684,2022-08-26,Qatar,Jamaica,1.0,1.0,Friendlies,10,2022,api_football
857898,2022-09-01,Mexico,Paraguay,0.0,1.0,Friendlies,10,2022,api_football
962284,2022-09-21,Brunei,Maldives,0.0,3.0,Friendlies,10,2022,api_football
942172,2022-09-21,Vietnam,Singapore,4.0,0.0,Friendlies,10,2022,api_football
953174,2022-09-21,Hong Kong,Myanmar,2.0,0.0,Friendlies,10,2022,api_football
962285,2022-09-21,Libya,Uganda,0.0,0.0,Friendlies,10,2022,api_football
942166,2022-09-21,San Marino,Seychelles,0.0,0.0,Friendlies,10,2022,api_football
